"ID","Title","Attachments","Created By","Created On","Estimate","Forecast","Priority","References","Section","Section Depth","Section Description","Suite","Suite ID","Type","Updated By","Updated On"
"C537","The “Behance” field URL field should not accept a non-Behance URL","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“Behance” field","5","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C538","The “GitHub ” URL field should accept a valid GitHub profile URL","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“GitHub ” field","5","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C539","The “GitHub ” URL field should not accept a non-GitHub URL","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“GitHub ” field","5","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C540","When the user taps on the [Save and continue] button, they are redirected to the  “Preview profile” page","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","[Save and continue] button","5","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C541","When user sign up as a recruiter, they tap on """"Recruiter"""" button","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","[ Recruiter] button","2","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C542","The """"Profile"""" page contain  “Profile” link","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","Profile","1","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C543","The """"Profile"""" page contain  “Contact” link","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","Profile","1","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C544","The """"Profile"""" page contain a “Preferences” link""""","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","Profile","1","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C545","When user taps on [Sign out] button, they redirected to """"Sign in"""" page","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","[Sign out] button","2","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C546","User is able to choose a candidate profile by tapping on the “Recruiter profile” dropdown","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“Recruiter profile” dropdown","2","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C547","When user sign up as a recruiter, they tap on """"Recruiter"""" button","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","[ Recruiter] button","2","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C548","The “My role” field should accept valid position text","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C549","The “My role” field should not accept a minimum length of 1 character","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C550","The “My role” field should not accept  only numbers","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C551","The “My role” field should not accept  special characters only","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C552","The “My role” field should be an empty field","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C553","The “My role” field is a required field","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C554","When the user inputs invalid credentials in the “My Role” field, a validation message appears","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Medium","","“My role” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C555","The “Company name” field should accept valid text","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C556","The “Company name” field should accept at least 2 characters","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C557","The “Company name” field should accept alphanumeric characters","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C558","The “Company name” field should accept special characters like (&, -, .)","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Critical","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C559","The “Company name” field should not be an empty field","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C560","The “Company name” field should not accept only numbers","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C561","The “Company name” field should not accept invalid symbols","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C562","When the user input invalid credential in the “Company name” field, validation message is appeared","","Maryna Kovalenko","10/22/2025 9:12 AM","","","Medium","","“Company” field","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
"C563","When the user taps on the [Save and continue] button, they are redirected to the  “Preview profile” page","","Maryna Kovalenko","10/22/2025 9:12 AM","","","High","","[Save and continue] button","3","","Master","S7","Other","Maryna Kovalenko","10/22/2025 9:12 AM"
